p,beta,gamma,target_fails,decoder_pass,decoder_fail,ratio_fail,no_lut_runs,total_runs,elapsed_sec
0.000141,1,1,1600,167331,1602,0.00012849718,12298267,12467200,1121.568
0.000142,1,1,1600,159802,1600,0.00013586957,11614598,11776000,1034.377
0.000143,1,1,1600,163895,1600,0.00013283741,11879305,12044800,1033.619
0.000144,1,1,1600,159976,1600,0.00013736264,11486424,11648000,1005.581
